,Anfang,Ende,RES,EE,Wechsel_EE-RES,Delta_t,Delta_E,LV_kurz,LV_lang,P_kurz,P_lang,Anteil_kurz,Anteil_lang
0,0,12,55977.556772878976,0,0,12,55977.556772878976,0.0,55977.556772878976,0.0,4664.796397739915,0.0,1.0
1,12,35,131771.24786871913,-1785.594062666065,14,23,129985.65380605307,1785.594062666065,128200.05974338701,77.63452446374195,5573.915641016827,0.01373685487884906,0.986263145121151
2,35,62,139348.71205630584,-2692.1728235206792,37,27,136656.53923278517,2692.1728235206792,133964.3664092645,99.71010457483997,4961.64320034313,0.019700285391647046,0.9802997146083531
3,62,66,2433.3998221207166,-280.61460409217216,63,4,2152.7852180285445,280.61460409217216,1872.1706139363723,70.15365102304304,468.0426534840931,0.1303495591395553,0.8696504408604447
4,66,137,52381.62107901551,-318746.25136141217,124,71,-266364.6302823967,52381.62107901551,-213983.00920338117,737.7693109720494,-3013.8452000476223,0.19665381632494194,0.8033461836750581
5,137,176,2223.122150466983,-216610.99546968116,173,39,-214387.87331921418,2223.122150466983,-212164.7511687472,57.003132063255975,-5440.121824839672,0.010369626397463494,0.9896303736025365
6,176,205,4303.851482636062,-98518.01280318956,203,29,-94214.1613205535,4303.851482636062,-89910.30983791743,148.40867181503663,-3100.3555116523253,0.045681577188727215,0.9543184228112728
7,205,211,6005.755978098363,-2409.8326641054664,207,6,3595.9233139928965,2409.8326641054664,1186.0906498874301,401.6387773509111,197.68177498123836,0.6701568564401891,0.3298431435598109
8,211,231,135298.48865310216,-2181.8326352739223,213,20,133116.65601782824,2181.8326352739223,130934.82338255431,109.09163176369611,6546.741169127716,0.01639038044181121,0.9836096195581888
9,231,245,7693.959429220634,-31098.73267152957,241,14,-23404.773242308936,7693.959429220634,-15710.813813088302,549.5685306586167,-1122.2009866491644,0.3287346281703008,0.6712653718296991
10,245,272,54.627728197490796,-82836.05740345128,271,27,-82781.42967525379,54.627728197490796,-82726.8019470563,2.023249192499659,-3063.9556276687517,0.000659903174078919,0.9993400968259211
11,272,278,18958.447878728723,-3097.986950696035,273,6,15860.460928032688,3097.986950696035,12762.473977336653,516.3311584493391,2127.0789962227755,0.1953276745709499,0.8046723254290501
12,278,280,96.46729835462429,-1883.0549112337576,279,2,-1786.5876128791333,96.46729835462429,-1690.120314524509,48.233649177312145,-845.0601572622545,0.05399527997351593,0.9460047200264841
13,280,301,433.0369478362227,-40870.299413692075,300,21,-40437.26246585585,433.0369478362227,-40004.22551801962,20.62080703982013,-1904.9631199056962,0.010708859142031872,0.989291140857968
14,301,321,793.636314741716,-35864.304766265064,317,20,-35070.66845152335,793.636314741716,-34277.032136781636,39.6818157370858,-1713.8516068390818,0.022629631820069947,0.9773703681799301
15,321,342,1033.9145925339162,-29468.838349688354,340,21,-28434.923757154436,1033.9145925339162,-27401.00916462052,49.23402821590077,-1304.8099602200248,0.036360730254245036,0.9636392697457549
16,342,366,757.8614881148333,-63491.84742145435,365,24,-62733.98593333952,757.8614881148333,-61976.12444522469,31.57756200478472,-2582.3385185510288,0.01208055692364469,0.9879194430763554
17,366,368,56.83151452880338,-151.68028960241827,367,2,-94.84877507361489,56.83151452880338,-38.017260544811506,28.41575726440169,-19.008630272405753,0.5991802686402096,0.40081973135979043
18,368,392,1444.8463983188958,-34059.805188833845,390,24,-32614.95879051495,1444.8463983188958,-31170.112392196053,60.20193326328732,-1298.754683008169,0.04430011417764185,0.9556998858223582
19,392,413,10373.336022043648,-29453.77195307135,409,21,-19080.435931027703,10373.336022043648,-8707.099908984055,493.9683820020785,-414.6238051897169,0.543663470768769,0.4563365292312311
20,413,423,26176.79508233851,-12838.46448327388,417,10,13338.330599064631,12838.46448327388,499.8661157907518,1283.8464483273879,49.98661157907518,0.9625240870978408,0.03747591290215926
21,423,518,891014.9757719653,-21739.068118752893,428,95,869275.9076532124,21739.068118752893,847536.8395344595,228.83229598687257,8921.440416152205,0.02500824873594155,0.9749917512640585
22,518,523,4376.996134456369,-959.196938548579,519,5,3417.79919590779,959.196938548579,2458.602257359211,191.83938770971582,491.7204514718422,0.280647540586073,0.719352459413927
23,523,536,1646.621557961651,-23231.781577987895,533,13,-21585.160020026244,1646.621557961651,-19938.538462064593,126.66319676628085,-1533.7337278511225,0.07628489000933748,0.9237151099906625
24,536,560,1705.5114161872152,-61601.720270342674,557,24,-59896.208854155455,1705.5114161872152,-58190.697437968236,71.0629756744673,-2424.6123932486767,0.0284744468609033,0.9715255531390966
25,560,690,703560.0508116182,-195274.71866864763,599,130,508285.3321429706,195274.71866864763,313010.61347432295,1502.1132205280587,2407.7739498024844,0.3841832654217154,0.6158167345782846
26,690,722,192716.6445100449,-5585.65351077537,693,32,187130.99099926953,5585.65351077537,181545.33748849417,174.5516722117303,5673.291796515443,0.02984889611789195,0.9701511038821081
27,722,752,152410.57221103914,-111.98816027345674,723,30,152298.58405076567,111.98816027345674,152186.5958904922,3.732938675781891,5072.886529683074,0.0007353197731380598,0.9992646802268619
28,752,759,7391.161057307612,-20504.571263675338,757,7,-13113.410206367726,7391.161057307612,-5722.249149060113,1055.8801510439446,-817.4641641514447,0.5636337871683864,0.43636621283161364
29,759,779,53501.16858974045,-51089.47419317626,767,20,2411.6943965641913,51089.47419317626,-48677.77979661207,2554.4737096588133,-2433.8889898306034,0.5120866030692348,0.4879133969307653
30,779,786,865.9635122735108,-14205.18357042403,784,7,-13339.220058150519,865.9635122735108,-12473.256545877008,123.70907318193011,-1781.893792268144,0.06491860157478926,0.9350813984252108
