snapshot,AT0 0 CCGT,AT0 0 OCGT,AT0 0 coal,AT0 0 onwind,AT0 0 ror,AT0 0 solar
2013-01-01 00:00:00,0.000864819073646494,0.0007094143495173031,0.00021536260829635196,2344.7091728262894,0.06771833728453322,0.0
2013-01-01 01:00:00,0.0008647665930094087,0.0007091472689329542,0.00021523854224928419,2460.552046998686,0.06772782864264575,0.0
2013-01-01 02:00:00,0.0008649303262036628,0.0007092275971538044,0.0002152220225712507,2456.157826247744,0.06762553944801242,0.0
2013-01-01 03:00:00,0.0008645259901762229,0.0007090390642484468,0.00021523683932455986,2436.699456711528,0.06469705508833656,0.0
2013-01-01 04:00:00,0.0008647949525614328,0.0007092851161189951,0.00021529553922658377,2294.118425253031,0.0674218595465778,0.0
2013-01-01 05:00:00,0.000864435288957311,0.0007091117825354724,0.0002153268962340037,2039.0827457953965,0.06742548757037872,0.0
2013-01-01 06:00:00,0.0008640295700492954,0.000708988833462229,0.00021540425936744865,1860.2703050722662,0.06738167312848733,0.0
2013-01-01 07:00:00,0.0008637529747377093,0.0007089948458480586,0.00021551855312665818,1743.967470377814,0.06740450708455073,0.0
2013-01-01 08:00:00,0.0008657461599602027,0.0007099785735367283,0.00021580826851325306,1437.8227441932247,0.06569405052378113,0.6620555127771666
2013-01-01 09:00:00,0.0008630254294103199,0.0007086872737073134,0.00021563811096373206,1000.6113459377224,0.06617328049203192,0.8101007764232734
2013-01-01 10:00:00,0.0008622435994882406,0.0007081603009763582,0.0002155512387121775,657.6153590267853,0.06554827431361049,0.7582492135719947
2013-01-01 11:00:00,0.0008618609892851953,0.0007079176603964244,0.00021552073904772238,506.58766571071044,0.06542951493781866,0.7447234033025252
2013-01-01 12:00:00,0.000861287108010071,0.0007074906942452549,0.00021545301936770514,373.19522366020993,0.06759616326480662,1.2454050728465358
2013-01-01 13:00:00,0.0008626197089929788,0.0007079526194385052,0.00021552885498477069,198.02786262109709,0.06717847090271353,0.9872377142846311
2013-01-01 14:00:00,0.0008601810123453923,0.0007065110701331627,0.00021525050591783207,155.59290712283982,0.06689357225945655,1.0387475732131615
2013-01-01 15:00:00,0.0008583508873919601,0.000705418112709371,0.00021500488982557784,196.59180950346692,0.06657642921783355,0.0
2013-01-01 16:00:00,0.0008577146801499967,0.0007050057953732318,0.00021490610714724854,250.84522629444206,0.06640593377792975,0.0
2013-01-01 17:00:00,0.0008575690938824477,0.0007049507090861503,0.00021490161146724498,363.975825729239,0.06634266324444639,0.0
2013-01-01 18:00:00,0.0008574577743979041,0.0007049220462045345,0.0002149092906089312,368.3844466913713,0.06634853456404208,0.0
2013-01-01 19:00:00,0.000857473076021139,0.0007049673431077247,0.00021493582956413847,348.5672158096856,0.06639460054700713,0.0
2013-01-01 20:00:00,0.0008577157614536775,0.000705147377525488,0.0002149903921931804,360.8452947197584,0.0664519974123549,0.0
2013-01-01 21:00:00,0.0008579297623730305,0.0007053140248916199,0.0002150370529208976,397.8087366436592,0.06651333265014586,0.0
2013-01-01 22:00:00,0.0008580990354354414,0.0007053285784477188,0.00021502208793624253,227.79686627347965,0.06663149876609109,0.0
2013-01-01 23:00:00,0.0008580999698772204,0.0007053137318116941,0.0002150083499437255,219.410422537854,0.06667638143428516,0.0
2013-01-02 00:00:00,0.0008584934487177423,0.0007055497265510144,0.00021504862752654767,311.359656501087,0.06673196850912014,0.0
2013-01-02 01:00:00,0.0008590447030994979,0.0007058789107693115,0.00021510284797714407,374.77482015524134,0.06679301267115952,0.0
2013-01-02 02:00:00,0.000859292259018827,0.000706026108244597,0.00021510794536735276,432.35973184882835,0.06681105384024133,0.0
2013-01-02 03:00:00,0.0008596918142886858,0.0007062408939989813,0.0002151233998590437,519.1105082515506,0.06684061619740214,0.0
2013-01-02 04:00:00,0.0008597661756548785,0.0007062632408484735,0.0002150964427188114,572.4734901089323,0.06680279285730042,0.0
2013-01-02 05:00:00,0.0008598901274890225,0.0007063471757121758,0.00021509292790589964,735.4634252903517,0.0667578624408103,0.0
2013-01-02 06:00:00,0.000859916295444154,0.0007064053825082036,0.00021509982651731185,824.841995072309,0.06668618677809106,0.0
2013-01-02 07:00:00,0.000860020737493234,0.0007065794209999861,0.00021515607193641053,923.2817421735324,0.06664468693378503,0.0
2013-01-02 08:00:00,0.000861521169038384,0.0007075867353988493,0.0002153952444226726,982.9342784660362,0.0668866912358034,1.052433922844179
2013-01-02 09:00:00,0.0008631381255186741,0.0007087119869559412,0.00021565493624234024,1069.1963525028757,0.06709585099551697,0.9863738258608967
2013-01-02 10:00:00,0.000864271636641543,0.0007093946854832207,0.00021581191141120987,1287.4575723667851,0.06714096014450872,1.000923894497642
2013-01-02 11:00:00,0.0008649847318440824,0.0007098056480388293,0.00021588618265643665,1248.5988303221739,0.06719937023538045,1.0089526978501915
2013-01-02 12:00:00,0.0008649887307076764,0.0007098483173612458,0.0002158580885211963,1356.415330856733,0.06716991764313995,1.0060336605722169
2013-01-02 13:00:00,0.0008638115414996851,0.000709257258267055,0.00021568584668896866,1406.3888418209726,0.0669850981828102,0.9911397620933371
2013-01-02 14:00:00,0.00086185572530139,0.0007081047098631601,0.0002154121467741589,1522.4191256787258,0.06659168874481868,1.1128558673387985
2013-01-02 15:00:00,0.0008634355538976632,0.0007093077311862955,0.00021552726675676395,1936.7978041014699,0.08760416929014278,0.0
2013-01-02 16:00:00,0.0008639931001820987,0.0007098160142729249,0.00021562907932412694,2274.2892460566804,0.08749230375159037,0.0
