,0
1,17.0
2,12.0
3,16.0
4,12.0
5,10.0
6,7.0
7,8.0
8,8.0
9,7.0
10,2.0
11,7.0
12,2.0
13,15.0
14,19.0
15,34.0
16,23.0
17,15.0
18,14.0
19,7.0
