,AT0 0
0,15180.207822182752
1,15177.410142893732
2,15143.837991425578
3,15008.150545908473
4,14976.911472971662
5,14954.994639417228
6,14923.283105149127
7,14894.149471432193
8,14796.925759588014
9,14746.567532385787
10,14704.602343050592
11,14696.209305183553
12,14687.816267316519
13,14640.255719403303
14,14634.660360825279
15,14624.868483313734
16,14603.751747578375
17,14596.891690423607
18,14590.452888335542
19,14568.566404311123
20,14521.354349620264
21,14510.163632464213
22,14503.169434241683
23,14475.192641351558
24,14472.394962062544
25,14465.400763840014
26,14440.221650238898
27,14422.036734860312
28,14389.02223268545
29,14363.28546979105
30,14361.886630146544
31,14328.314478678389
32,14293.963755384237
33,14140.452818992717
34,14133.87576809201
35,14089.112899467806
36,14053.67551187533
37,14014.536741665328
38,14004.277100324685
39,13999.587162219399
40,13981.402246840818
41,13971.610369329277
42,13971.211103085652
43,13930.371140799272
44,13875.090433858342
45,13863.13689077779
46,13840.11944274568
47,13838.720603101174
48,13829.747610445795
49,13805.218917991524
50,13770.177460520365
51,13767.694012428321
52,13712.08591129914
53,13672.258685404919
54,13652.674930381829
55,13635.888854647757
56,13613.507420335653
57,13595.322504957068
58,13581.334108512005
59,13558.952674199905
60,13526.779362376265
61,13475.523095704319
62,13451.242021572918
63,13372.907001480562
64,13364.513963613526
65,13311.358057122288
66,13307.161538188762
67,13295.970821032715
68,13245.612593830487
69,13241.416074896968
70,13203.647404495296
71,13203.23894824737
72,13187.554216505625
73,13185.462489116711
74,13178.468290894181
75,13163.08105480461
76,13115.520506891398
77,13113.164791796873
78,13111.32398795788
79,13104.329789735348
80,13104.058323069774
81,13090.341393290282
82,13062.364600400155
83,13048.499269242373
84,13045.57852466608
85,13041.313678990484
86,13039.983166088055
87,13025.994769642988
88,13020.399411064966
89,13018.50038747859
90,13016.202892131447
91,12989.624938885829
92,12982.630740663295
93,12982.630740663295
94,12976.819306641839
95,12975.587242333333
96,12972.838863151752
97,12964.445825284714
98,12960.249306351197
99,12946.26090990613
100,12930.994545866135
101,12922.480635949523
102,12891.706163770385
103,12867.386630918012
104,12852.538653724203
105,12847.73971581317
106,12839.949096923652
107,12825.96070047859
108,12819.833513570375
109,12804.978105810991
110,12796.585067943957
111,12785.394350787905
112,12778.400152565373
113,12778.400152565373
114,12770.007114698332
115,12767.209435409322
116,12751.82219931975
117,12746.226840741727
118,12731.823743069272
119,12728.041925363143
120,12728.041925363143
121,12710.95706115634
122,12701.463972117524
123,12700.065132473015
