,0
2013-05-16,-108414.55128294717
2013-05-17,-190735.92480578943
2013-05-18,-106729.35266382023
2013-05-19,-142419.53036791997
2013-05-20,-119521.77146540962
2013-05-21,-92860.94370725521
2013-05-22,137989.7181124931
2013-05-23,-34772.691849031355
2013-05-24,-225935.93663922243
2013-05-25,38902.701251876206
2013-05-26,76141.45273181699
2013-05-27,-76918.96622955719
2013-05-28,-211708.9240264448
2013-05-29,-95226.04431562705
2013-05-30,-59557.42489564874
2013-05-31,118427.66633635391
2013-06-01,54122.35187024194
2013-06-02,36259.06597093673
2013-06-03,-45244.72566609139
2013-06-04,-181338.39492353756
2013-06-05,-284722.8248247358
2013-06-06,-271824.6550102436
2013-06-07,-233279.9489476511
2013-06-08,-197772.93162180914
2013-06-09,-221655.27458940283
2013-06-10,-282259.38446298684
2013-06-11,-293232.95515840664
2013-06-12,-65110.765558843785
2013-06-13,76230.40028132626
2013-06-14,-84802.55874623457
2013-06-15,14449.619829679246
2013-06-16,-68385.76119483747
2013-06-17,-170059.2123325505
2013-06-18,-118969.41782277318
2013-06-19,-155335.91866657845
2013-06-20,-193684.01201180677
2013-06-21,81225.41326340855
2013-06-22,123752.09831401522
2013-06-23,86124.68975640034
2013-06-24,-54506.56410522209
2013-06-25,-24951.54117647362
2013-06-26,59512.25913063502
2013-06-27,-80626.02096589797
2013-06-28,-76885.92942346491
2013-06-29,79064.1898659733
2013-06-30,-80551.29623178403
2013-07-01,-48931.27958164558
2013-07-02,-167280.29705013297
2013-07-03,-77861.21631475419
2013-07-04,-188679.00849217793
2013-07-05,-182271.24053506507
2013-07-06,-176628.93879838657
2013-07-07,-165604.35260586464
2013-07-08,-157886.4599808828
2013-07-09,-189011.17466680217
2013-07-10,-27342.72854402085
2013-07-11,-95455.12367867271
2013-07-12,-170483.77082954938
2013-07-13,-128177.44852758557
2013-07-14,-109914.05617413159
2013-07-15,-83330.66264330904
2013-07-16,-118066.90967522649
2013-07-17,-120010.75537491807
2013-07-18,-87695.04797765709
2013-07-19,1697.6975450065183
2013-07-20,-101158.50987823511
2013-07-21,-122407.04281370157
2013-07-22,-112022.59739867055
2013-07-23,-83826.2790799509
2013-07-24,-64215.742004380765
2013-07-25,-138811.44591698478
2013-07-26,-113321.65239761048
2013-07-27,-97272.1364760863
2013-07-28,-50956.030733516825
2013-07-29,-125299.5287744591
2013-07-30,65175.905687034705
2013-07-31,24895.063148272395
2013-08-01,-95149.19406958064
2013-08-02,-5648.55126638376
2013-08-03,-2528.251029957828
2013-08-04,-118166.60313674003
2013-08-05,-46804.149995134154
2013-08-06,-29438.68745971257
2013-08-07,-91074.49222217697
2013-08-08,-36353.19245306522
2013-08-09,-105664.9158082582
2013-08-10,-3350.151833500342
2013-08-11,81867.41005878204
2013-08-12,24538.37169936236
2013-08-13,130814.78602737705
2013-08-14,55600.10430748162
2013-08-15,-112336.62640685918
2013-08-16,-60987.995888739264
2013-08-17,-45175.71942513653
2013-08-18,47297.27714605328
2013-08-19,-64291.59133069537
2013-08-20,-97956.29265711238
2013-08-21,-78664.59709419178
2013-08-22,-91294.33896752167
2013-08-23,72118.7292513969
2013-08-24,152739.91348999777
2013-08-25,164788.29887844552
2013-08-26,90552.22870144983
2013-08-27,-87657.72498504976
2013-08-28,-105074.71152802001
2013-08-29,-139001.21636441132
2013-08-30,-131742.08619502358
2013-08-31,26926.104008633632
2013-09-01,119730.28722333099
2013-09-02,181146.04477434818
2013-09-03,-35885.93823262687
2013-09-04,-82551.3239315477
2013-09-05,70780.13722408138
2013-09-06,61887.95572529366
2013-09-07,-87477.13935728524
2013-09-08,-31200.610547150765
2013-09-09,-29734.290737143398
2013-09-10,20172.95013177158
2013-09-11,15939.062267867816
2013-09-12,-109699.96355342082
2013-09-13,-110139.8260722489
2013-09-14,6561.2586445854595
2013-09-15,141195.59350787068
2013-09-16,210186.9049068772
2013-09-17,147900.29116079595
2013-09-18,15965.926109307928
2013-09-19,-96071.27671380597
2013-09-20,-121604.99096041115
2013-09-21,-182200.19916825223
2013-09-22,6859.509001102668
2013-09-23,-76865.30271147472
2013-09-24,-135953.0719166978
2013-09-25,-115934.26713589324
2013-09-26,-37540.40278770768
2013-09-27,-71089.14012637569
2013-09-28,19196.741252404154
2013-09-29,142547.4513036306
2013-09-30,220612.91424136498
2013-10-01,162525.22217795035
2013-10-02,146337.44216989345
2013-10-03,149730.34743107166
2013-10-04,141222.13006802966
2013-10-05,-159726.27944735944
2013-10-06,-146526.860900845
2013-10-07,-108026.58137596
2013-10-08,-127596.41174227846
2013-10-09,61428.129252598614
2013-10-10,-120337.99083320436
2013-10-11,223685.3771871584
2013-10-12,143118.1897379878
2013-10-13,5465.184143874871
2013-10-14,-59840.99371817594
2013-10-15,-92297.11540200551
2013-10-16,-132694.72138821057
2013-10-17,213339.93777607882
2013-10-18,3785.2438644104823
2013-10-19,84263.29236756316
2013-10-20,96432.97408155954
2013-10-21,90420.2931213296
2013-10-22,151177.60148387024
2013-10-23,189407.0397199092
2013-10-24,87550.88676768154
2013-10-25,98129.7500653133
2013-10-26,77494.71497758012
2013-10-27,179610.9289476378
2013-10-28,249052.93825809212
2013-10-29,199061.81214857762
2013-10-30,117067.85540669557
2013-10-31,110018.56277684162
2013-11-01,36955.07525641681
2013-11-02,73671.1419163417
2013-11-03,135923.37021575135
2013-11-04,103889.49726508299
2013-11-05,123159.95209164
2013-11-06,142821.16969485814
2013-11-07,52719.31547733978
2013-11-08,-17257.473784565886
2013-11-09,194230.7546689961
2013-11-10,121687.81484452696
2013-11-11,14426.158565684007
2013-11-12,156780.50376001906
2013-11-13,68920.36794350338
2013-11-14,43507.7593089462
2013-11-15,32974.950673192565
2013-11-16,141759.51584519408
2013-11-17,2720.5348551187008
2013-11-18,63487.974229783606
2013-11-19,49701.13126083522
2013-11-20,121085.09527189755
2013-11-21,98147.9980364171
2013-11-22,142569.73754702916
2013-11-23,72895.86932563684
2013-11-24,154048.8356056795
2013-11-25,39132.29542754176
2013-11-26,-19229.655382687597
2013-11-27,156542.85623243137
2013-11-28,245389.58254777425
2013-11-29,216182.1870900028
2013-11-30,135528.9604941215
2013-12-01,205113.93698062171
2013-12-02,34017.85204646617
2013-12-03,41724.673899215995
2013-12-04,197855.20224457487
2013-12-05,230518.3183770111
2013-12-06,180618.8573691568
2013-12-07,21244.171510339722
2013-12-08,194918.91510018334
2013-12-09,82281.20591089327
2013-12-10,39370.822018295694
2013-12-11,23628.833619596877
2013-12-12,101311.43000180357
2013-12-13,69094.8932075786
2013-12-14,114432.21550811346
2013-12-15,188436.59993882308
2013-12-16,265575.5890378309
2013-12-17,84795.60626910676
2013-12-18,185130.6944538852
2013-12-19,207860.24292251727
2013-12-20,158332.1720474029
2013-12-21,185811.9806980993
2013-12-22,230868.9594550057
2013-12-23,137481.3659082873
2013-12-24,209702.47099465007
2013-12-25,48231.61725509822
2013-12-26,11752.237442779155
2013-12-27,187663.58124039348
2013-12-28,62069.09149346636
2013-12-29,118777.06525089887
2013-12-30,140865.89050600753
2013-12-31,138064.9365560847
