,Anfang,Ende,RES,EE,Wechsel_EE-RES,Delta_t,Delta_E,LV_kurz,LV_lang,P_kurz,P_lang,Anteil_kurz,Anteil_lang
77,2320,2343,61976.64467230693,-64974.6830514076,2337,23,-2998.038379100668,61976.64467230693,-126951.32772371452,2694.63672488291,-5519.622944509327,0.32804377184758304,0.671956228152417
78,2343,2392,501703.124463169,-22548.154247248523,2348,49,479154.9702159205,22548.154247248523,524251.27871041757,460.1664132091535,10699.005687967705,0.04123660868718244,0.9587633913128175
79,2392,2416,126967.50883202099,-69015.0738167328,2406,24,57952.435015288196,69015.0738167328,195982.58264875377,2875.6280756971996,8165.940943698074,0.26043654399532906,0.7395634560046709
80,2416,2441,124912.73594963952,-83996.76630099115,2430,25,40915.96964864837,83996.76630099115,208909.50225063067,3359.870652039646,8356.380090025226,0.28677012177425476,0.7132298782257452
81,2441,2465,186287.3412970232,-6736.582078563308,2443,24,179550.7592184599,6736.582078563308,193023.9233755865,280.6909199401378,8042.663473982771,0.03372329311666428,0.9662767068833357
82,2465,2512,370989.6762211881,-68787.78940568608,2472,47,302201.886815502,68787.78940568608,439777.4656268742,1463.569987355023,9356.96735376328,0.1352585311815728,0.8647414688184272
83,2512,2536,111199.10413060413,-137911.55468841558,2527,24,-26712.450557811448,111199.10413060413,-249110.6588190197,4633.296005441839,-10379.610784125822,0.30862084674111717,0.6913791532588828
84,2536,2560,98104.15325395414,-115216.75779101785,2551,24,-17112.604537063715,98104.15325395414,-213320.911044972,4087.673052248089,-8888.3712935405,0.3150168836757062,0.6849831163242938
85,2560,2609,345288.0140501884,-30736.990982299787,2564,49,314551.02306788863,30736.990982299787,376025.0050324882,627.2855302510161,7673.979694540576,0.07556505102109473,0.9244349489789052
86,2609,2621,8466.105064575593,-30837.10075272325,2616,12,-22370.995688147657,8466.105064575593,-39303.20581729885,705.5087553812995,-3275.2671514415706,0.17722895533307698,0.8227710446669231
87,2621,2632,52013.0789995671,-2441.69509768591,2622,11,49571.38390188119,2441.69509768591,54454.77409725301,221.97228160780998,4950.434008841183,0.042914703359186734,0.9570852966408133
88,2632,2656,50650.1015584752,-62162.21040530989,2646,24,-11512.108846834686,50650.1015584752,-112812.31196378509,2110.4208982698,-4700.512998491045,0.3098577860627127,0.6901422139372874
89,2656,2705,147529.99201578257,-301945.619895247,2687,49,-154415.62787946442,147529.99201578257,-449475.61191102955,3010.8161635873994,-9172.971671653664,0.2471165949622619,0.7528834050377382
90,2705,2729,107409.12021441979,-147646.63713975757,2719,24,-40237.51692533778,107409.12021441979,-255055.75735417736,4475.380008934158,-10627.323223090723,0.29632973251068284,0.7036702674893172
91,2729,2752,98941.56763221872,-113399.68711706177,2743,23,-14458.119484843046,98941.56763221872,-212341.2547492805,4301.807288357336,-9232.22846736002,0.31785103615823296,0.6821489638417669
92,2752,2774,17459.511357838557,-142334.5737607073,2768,22,-124875.06240286876,17459.511357838557,-159794.08511854586,793.6141526290253,-7263.367505388448,0.09850018112419343,0.9014998188758067
