,f,max
0.0,48.49738860072213,
1.0,2.430061663962278,
2.0,2.0001255751264306,
3.0,0.6174627620130158,
4.0,0.7838885389169244,
5.0,1.2984770224275286,
6.0,0.7708170745671422,
7.0,0.5067934664509758,
8.0,0.7552058631891964,
9.0,0.27521252176956024,
10.0,0.9737044563146785,
11.0,0.657482099997559,
12.0,0.5693761774575945,
13.0,0.5882759995165415,
14.0,0.6692274884350148,
15.0,0.5754768177443884,
16.0,0.6680728876308031,
17.0,0.04684845764682372,
18.0,0.47481670513231344,
19.0,0.35217439038612947,
20.0,0.37036587558803424,
21.0,0.61074366704726,
22.0,0.5006817086374238,
23.0,0.0845961510152217,
24.0,0.008471444658349703,
25.0,0.6780950077581717,
26.0,0.8084669713807917,
27.0,0.7014678147171721,
28.0,0.4433708305220062,
29.0,0.2528694809555512,
30.0,0.4213747832573199,
31.0,0.4893662931927037,
32.0,0.4967401433251324,
33.0,0.41463140981001473,
34.0,0.3961405156187871,
35.0,0.16046281390040942,
36.0,0.20305401771337692,
37.0,1.0012719372900787,
38.0,0.46939858839230825,
39.0,0.23528089871457888,
40.0,0.29833678112982875,
41.0,0.6159114300260392,
42.0,0.7046779739293909,
43.0,0.29435963896345657,
44.0,0.5332321145211085,
45.0,0.5524266420422176,
46.0,0.21063301917369195,
47.0,0.48318511404427983,
48.0,0.19720063177334174,
49.0,0.14737037643614265,
50.0,0.17536735507119736,
51.0,0.27309718001812594,
52.0,0.2801122524938543,
53.0,0.34169480220912724,
54.0,0.5399359382929724,
55.0,0.4696332019016301,
56.0,0.509380372979294,
57.0,0.4186271168887866,
58.0,0.553849808209441,
59.0,0.3551458354054986,
60.0,0.30109147148952375,
61.0,0.13881230320240878,
62.0,0.3260507870312064,
63.0,0.5118381354734923,
64.0,0.64343328190146,
65.0,0.5463916511820649,
66.0,0.3325134112682541,
67.0,0.32011097040414255,
68.0,0.23302651185274242,
69.0,0.3847630294670211,
70.0,0.2589558266319677,
71.0,0.34647193572487467,
72.0,0.25141010745480746,
73.0,0.38012586417938565,
