,0
2013-03-11,108542.3261078262
2013-03-12,-29739.859320565683
2013-03-13,-112745.1528261183
2013-03-14,-207620.662713385
2013-03-15,-157698.45257564142
2013-03-16,256796.27644466548
2013-03-17,173578.34725900745
2013-03-18,227593.48785107306
2013-03-19,128678.29671979827
2013-03-20,101591.59947735895
2013-03-21,9827.824957469169
2013-03-22,204214.96975494336
2013-03-23,239308.55564209213
2013-03-24,212822.5186542536
2013-03-25,278400.6887038186
2013-03-26,279807.3023566929
2013-03-27,189286.23289088227
2013-03-28,-20181.520830826907
2013-03-29,72053.36002017093
2013-03-30,41842.003198374616
2013-03-31,48248.369098621675
2013-04-01,67050.26074323969
2013-04-02,156648.34043848
2013-04-03,158815.92890544166
2013-04-04,175148.18061439134
2013-04-05,26518.382425651314
2013-04-06,-411.47070369867834
2013-04-07,24433.444333365027
2013-04-08,36813.58022584916
2013-04-09,273050.7858214425
2013-04-10,129463.52281682425
2013-04-11,36648.14187391012
2013-04-12,118052.79327922802
2013-04-13,67380.09562121899
2013-04-14,193229.71558196488
2013-04-15,74457.70279153332
2013-04-16,-14039.48627878474
2013-04-17,32691.21904327251
2013-04-18,219031.8315775336
2013-04-19,84396.47087962415
2013-04-20,-9259.664263918552
2013-04-21,-92575.01871648313
2013-04-22,-196613.95001181363
2013-04-23,67667.42859718975
2013-04-24,-3776.8669686544363
2013-04-25,-56027.00198459305
2013-04-26,-202150.52665170608
2013-04-27,-138450.62368238016
2013-04-28,-75011.37068187073
2013-04-29,128982.64796415942
2013-04-30,-94679.66911322992
2013-05-01,-156043.6287228711
2013-05-02,-223640.54988364165
2013-05-03,-266268.04051845527
2013-05-04,-115621.05921478338
2013-05-05,-177134.09715409947
2013-05-06,-305153.5017373035
2013-05-07,-250494.64916971905
2013-05-08,-196090.8071692246
2013-05-09,-205080.05882108427
2013-05-10,-137469.3632009104
2013-05-11,-91779.96056108763
2013-05-12,-86098.07594326737
2013-05-13,5512.6443623083505
2013-05-14,-42589.630232925134
2013-05-15,-79735.41370239634
2013-05-16,-162785.69283686773
2013-05-17,-231180.06342526994
2013-05-18,-117884.40438850444
2013-05-19,-162113.53567533876
2013-05-20,-124619.09799966554
2013-05-21,-107474.89737904012
2013-05-22,176119.58602207206
2013-05-23,-47795.74005202317
2013-05-24,-244448.72484166874
2013-05-25,48394.258723548206
2013-05-26,99223.04242574995
2013-05-27,-105796.74557207926
2013-05-28,-229482.6562435326
2013-05-29,-121212.95556068173
2013-05-30,-76854.45679133522
2013-05-31,187681.98083083107
2013-06-01,119922.82162130768
2013-06-02,93295.92278037837
2013-06-03,-78780.97884552083
2013-06-04,-220919.46695376313
2013-06-05,-309242.0738344764
2013-06-06,-293108.6168578543
2013-06-07,-252582.80516124662
2013-06-08,-206708.05541579094
2013-06-09,-240428.74596243835
2013-06-10,-307090.6443647709
2013-06-11,-327568.95262596494
2013-06-12,-79351.39773931248
2013-06-13,102290.83440400199
2013-06-14,-87660.5912019535
2013-06-15,45319.41478883058
2013-06-16,-31291.55952532367
2013-06-17,-187904.8604350039
2013-06-18,-133191.95254133176
2013-06-19,-178794.40293052263
2013-06-20,-227482.46720263545
2013-06-21,95555.49857385577
2013-06-22,144139.88619740977
2013-06-23,108095.06117216108
2013-06-24,-97686.12242242636
2013-06-25,-67020.0539685847
2013-06-26,79898.83778943372
2013-06-27,-88729.49984291174
2013-06-28,-83873.85208101702
2013-06-29,80467.87074097445
2013-06-30,-93453.13777064111
2013-07-01,-55847.80436683212
2013-07-02,-195587.46704935946
2013-07-03,-111693.71711658302
2013-07-04,-209157.48387066546
2013-07-05,-215352.91665628387
2013-07-06,-209789.1673382799
2013-07-07,-198485.47269352697
2013-07-08,-191762.3924777808
2013-07-09,-214628.37373563548
2013-07-10,-54027.6880840172
2013-07-11,-128844.98199077554
2013-07-12,-202412.07460603013
2013-07-13,-155398.52349835826
2013-07-14,-141126.99159803652
2013-07-15,-115151.23182053844
2013-07-16,-144341.01206909248
2013-07-17,-146376.3992786554
2013-07-18,-115454.14972481127
2013-07-19,-23560.315970441225
2013-07-20,-132972.88591276595
2013-07-21,-151450.9702515196
2013-07-22,-138008.90742568127
2013-07-23,-109196.44337994259
2013-07-24,-86200.42492072623
