,f,max
0.0,48.72377383356558,
1.0,2.5823345798856496,
2.0,2.1752252540195474,
3.0,0.6713499601792041,
4.0,0.8332101008643671,
5.0,1.3919482667832,
6.0,0.8020501912454937,
7.0,0.5146882237322457,
8.0,0.803946296146696,
9.0,0.2843819067433925,
10.0,1.021104675102506,
11.0,0.708070832106805,
12.0,0.5977196786265083,
13.0,0.6173806624477707,
14.0,0.7034282108580553,
15.0,0.6278352782041258,
16.0,0.7203276250302096,
17.0,0.04536101819516264,
18.0,0.4972797433195569,
19.0,0.39664440332901146,
20.0,0.39295284134837405,
21.0,0.628686783829811,
22.0,0.5175339304261987,
23.0,0.08607633273596753,
24.0,0.0006629105385844558,
25.0,0.7115126359757868,
26.0,0.8502149689876398,
27.0,0.7269659439099154,
28.0,0.4407238710856661,
29.0,0.25390739992319905,
30.0,0.4429991298389798,
31.0,0.5072644160157873,
32.0,0.5337547450843428,
33.0,0.4526806379615456,
34.0,0.3936382290149543,
35.0,0.1752969775916852,
36.0,0.1992973416443059,
37.0,1.0542127728628978,
38.0,0.4733523589105675,
39.0,0.24216719836927803,
40.0,0.3151966306700488,
41.0,0.6472485908543106,
42.0,0.7363043145885272,
43.0,0.3178698807421332,
44.0,0.5744483368535688,
45.0,0.5791521437299596,
46.0,0.2261873578481632,
47.0,0.5022844132836486,
48.0,0.20290860898247554,
49.0,0.15965505905145533,
50.0,0.1860019514046927,
51.0,0.2815506725720023,
52.0,0.3050757234564608,
53.0,0.3446480331989907,
54.0,0.5709857731171362,
55.0,0.4969270534102277,
56.0,0.5250582956897973,
57.0,0.4310273441453281,
58.0,0.5667980709019989,
59.0,0.3665833809746607,
60.0,0.3114488898328127,
61.0,0.1276096921427418,
62.0,0.3361991544411365,
63.0,0.5371702589582125,
64.0,0.6793274048251933,
65.0,0.5664591830747705,
66.0,0.35234221758032347,
67.0,0.3478868144417026,
68.0,0.24340371399003125,
69.0,0.3877585394476257,
70.0,0.2720021718737387,
71.0,0.36050877742698884,
72.0,0.26263676114289125,
73.0,0.393355495776456,
74.0,0.6057844821794167,
75.0,0.13398874067772637,
76.0,0.22857184625992436,
77.0,0.2967531804335479,
78.0,0.3019800162073795,
79.0,0.13535292870307933,
80.0,0.23876095934056116,
81.0,0.37979452636385597,
82.0,0.2149653171738924,
