,AT0 0
0,15304.704550543811
1,15276.727757653685
2,15257.144002630597
3,15236.161407963005
4,15155.02870858163
5,15139.641472492067
6,15110.265839957428
7,15101.872802090395
8,15049.966334841709
9,14946.601601550188
10,14929.020205876985
11,14921.422487949078
12,14754.960570252824
13,14746.567532385787
14,14743.769853096772
15,14722.78725842917
16,14718.590739495658
17,14682.220908738493
18,14677.218639413122
19,14621.397788094644
20,14602.487049001636
21,14554.926501088417
22,14554.445488155428
23,14545.13462357687
24,14524.152028909279
25,14510.163632464213
26,14497.574075663657
27,14494.503713229697
28,14474.612483386461
29,14462.603084551
30,14423.804546238533
31,14402.452979837224
32,14401.033102684163
33,14353.917421196982
34,14279.150010430003
35,14236.76344141004
36,14215.479210329777
37,14173.331656779073
38,14126.881569869478
39,14119.887371646946
40,14089.112899467806
41,14072.551777671217
42,14066.731465155704
43,14066.188311533173
44,14063.406986629978
45,13952.337943823875
46,13926.847500705075
47,13898.224936107927
48,13845.714801323702
49,13824.825230927665
50,13796.755413765984
51,13786.076706908192
52,13781.368177676413
53,13740.801827985732
54,13737.855213326247
55,13698.83663865054
56,13675.809618757967
57,13637.287694292261
58,13626.096977136212
59,13609.310901402134
60,13602.316703179606
61,13589.489124464511
62,13580.482802789531
63,13571.542231000461
64,13549.160796688362
65,13500.201409130637
66,13493.207210908113
67,13454.03970086193
68,13443.415744187729
69,13434.455945838841
70,13426.062907971806
71,13419.068709749276
72,13410.675671882238
73,13408.65411100419
74,13377.087423547153
75,13369.002669909994
76,13323.94761392284
77,13267.994028142588
78,13230.225357740917
79,13224.81962410222
80,13219.034640584867
81,13207.808834470507
82,13204.489849520867
83,13172.87293231616
84,13171.474092671651
85,13163.08105480461
86,13125.705678108538
87,13116.919346535904
88,13105.728629379857
89,13101.532110446336
90,13076.35299684522
91,13074.954157200713
92,13056.769241822132
93,13039.983166088055
94,13019.00057142046
95,13003.189808986459
96,12989.624938885829
97,12982.630740663295
98,12972.838863151752
99,12968.642344218233
100,12925.352939216164
101,12923.87947559403
102,12907.773478604313
103,12897.301522348409
104,12885.121621723374
105,12880.515446614332
106,12878.500628472015
107,12877.71776732532
108,12866.527050169267
109,12839.949096923652
110,12838.550257279141
111,12835.752934883569
112,12813.786220190634
113,12813.37114367803
114,12806.382260044662
115,12785.394350787905
116,12778.400152565373
117,12769.106111816847
118,12768.659019878018
119,12763.810894933702
120,12760.37048166688
121,12760.215237186789
122,12747.62568038623
123,12743.42916145271
124,12742.866641633822
125,12715.452368562583
126,12704.81828971758
127,12701.463972117524
128,12689.607741651338
129,12689.440021820517
130,12680.656638960794
131,12675.150626240544
132,12674.019429855356
133,12673.318920438414
134,12662.296462071345
135,12611.938234869118
136,12579.764923045472
137,12573.08634073637
138,12562.978847311393
139,12557.38348873337
140,12532.204375132256
141,12527.21015768174
142,12526.40332054719
143,12519.861904793885
144,12510.346081471285
145,12450.412497787718
146,12448.369818742967
147,12430.08908108329
148,12417.499524282734
149,12407.183254819824
150,12388.123891748104
151,12383.927372814585
152,12382.528533170074
153,12378.332014236557
154,12374.135495303042
155,12368.445036993653
156,12360.147098857975
157,12336.195114063197
158,12316.425137443519
159,12314.133881827322
160,12306.991192366737
161,12302.79467343322
162,12299.996994144205
163,12266.424842676051
164,12253.835285875495
165,12248.23992729747
166,12232.8526912079
167,12231.684255538743
168,12214.667775829323
169,12203.344184698684
170,12188.0898225837
171,12179.69678471666
172,12178.29794507215
173,12168.808164108072
174,12160.697797696397
175,12145.558921078464
176,12143.235222817233
177,12136.332755736963
178,12134.933916092457
179,12126.540878225418
180,12123.327679854769
181,12108.355962846832
182,12103.907732440965
183,12102.760604268808
184,12099.962924979796
185,12094.085724149016
186,12085.974528534733
187,12083.217740750104
188,12054.445427357497
189,12052.402377066583
190,12042.61049955504
191,12039.108034627767
192,12035.167027574085
193,12020.229065242942
194,12018.830225598434
195,12017.655163649066
196,12016.032546309421
197,12013.234867020405
198,12013.234867020405
199,11992.252272352813
200,11987.81223932487
201,11979.662715552255
202,11975.466196618734
203,11968.471998396204
204,11967.073158751702
205,11960.078960529165
206,11948.888243373114
207,11939.09636586157
208,11932.102167639036
209,11916.71493154947
210,11909.13274127231
211,11903.78434377253
212,11898.530016170884
213,11887.339299014839
214,11882.831794580012
215,11882.65005220038
216,11881.74394043681
217,11880.345100792301
218,11879.883269148002
219,11876.148581858783
220,11865.223907434136
221,11859.362506124711
222,11848.171788968655
223,11845.820734001645
224,11838.379911457117
225,11837.706983131346
226,11821.59383572304
227,11813.200797856
228,11809.514690771903
229,11807.605439277973
230,11800.611241055445
231,11793.640799411329
232,11788.021684254883
233,11786.62284461038
234,11779.251195743465
235,11769.994694772797
236,11762.842570653773
237,11744.445307740596
238,11744.135720654729
239,11730.708889414174
240,11727.871579541112
241,11721.213964231627
242,11720.87738131858
243,11715.48436358228
244,11699.894786650988
245,11698.495947006479
246,11698.495947006479
247,11698.495947006479
248,11692.900588428456
249,11679.04874967014
250,11678.912191983394
251,11665.866221436412
252,11664.01822805144
253,11663.52495589382
254,11662.126116249317
255,11660.727276604812
256,11646.738880159746
257,11642.542361226226
258,11641.143521581718
259,11628.473690339622
260,11625.794489599839
261,11620.160926914125
262,11618.762087269622
263,11608.241130503218
264,11597.051049706964
265,11590.785294379493
266,11583.517855276517
267,11579.594577223445
268,11572.917245837192
269,11567.005020422885
270,11548.995559291254
271,11546.02242575529
272,11544.623586110782
273,11537.629387888253
274,11536.230548243746
275,11534.822086026677
276,11520.843312154177
277,11506.032998624669
278,11504.479835046764
279,11502.392144751979
280,11498.461877842075
281,11495.275782675637
282,11480.276962463491
283,11479.978013189526
284,11471.883924596455
285,11466.288566018427
286,11462.459270398556
287,11462.092047084912
288,11446.990245431263
289,11446.70481099534
290,11445.305971350832
291,11442.508292061822
292,11436.912933483794
293,11435.51409383929
294,11431.509908318807
295,11428.519895616757
296,11426.384763389618
297,11424.297611956885
298,11420.841783046872
299,11400.543102726631
300,11392.150064859592
301,11390.796593470339
302,11389.352385570584
303,11386.554706281568
304,11373.96514948101
305,11372.433145593985
306,11367.237476807339
307,11365.572111613972
308,11350.1848755244
309,11349.337384898154
310,11330.601120501313
311,11327.348141825534
312,11314.176032736023
313,11312.416205122734
314,11310.8242971731
315,11305.509954751988
316,11304.023167255693
317,11291.77721017955
318,11291.08142626798
319,11271.59467582035
320,11267.65333649853
321,11264.855657209515
322,11258.625152821198
323,11254.885340737488
324,11248.069581475444
325,11246.67074183093
326,11243.873062541923
327,11239.002071195553
328,11236.878864319388
329,11229.884666096861
330,11225.74759505374
331,11219.25109234049
332,11213.813889368052
333,11211.097474618868
334,11210.300911073771
335,11207.584882860794
336,11199.703227452675
337,11199.110193917719
338,11197.193707797403
339,11190.45895521931
340,11179.526438894629
341,11178.085285579285
342,11174.362657964453
343,11168.790329375797
344,11163.219988674628
345,11162.740363160554
346,11161.341523516048
347,11157.14500458253
348,11155.746164938018
349,11151.75705870741
350,11150.150806359994
351,11140.728280839543
352,11135.597054727743
353,11134.763570270426
354,11123.539209748269
355,11122.326706959833
356,11112.656288261735
357,11110.98329631382
358,11106.106405072022
359,11102.590258446784
360,11102.590258446784
361,11088.601862001718
362,11082.4086751971
363,11069.287343414586
364,11066.220427689615
365,11062.761371522254
366,11062.0239087561
367,11058.910873038478
368,11053.630870889061
369,11053.00953110941
370,11042.627108366958
371,11042.440153733012
372,11039.90906250264
373,11035.445955510477
374,11035.445955510477
375,11016.264486246197
376,11012.767973363549
377,11004.671483331338
378,10992.08192653078
379,10989.745027608957
380,10987.527701355615
381,10985.087728308248
382,10972.498171507696
383,10969.931105618249
384,10968.034395201952
385,10962.311908399817
386,10959.453696486504
387,10956.110142217247
388,10951.598672193968
389,10950.116737195593
390,10938.926020039542
391,10937.527180395036
392,10924.937623594475
393,10923.039731437453
394,10918.79092866465
395,10915.480143326778
396,10906.752708215892
397,10905.700109010113
398,10903.955028926885
399,10903.303268441665
400,10898.470062120625
401,10895.607384750527
402,10892.84782201527
403,10890.533829409631
404,10886.285409149532
405,10878.775915325767
406,10867.585198169718
407,10859.192160302677
408,10858.382701361244
409,10854.99564136916
410,10853.596801724654
411,10849.429974048433
412,10846.676543560676
413,10833.593408124956
414,10822.822329545514
415,10820.905587438618
416,10808.59015429372
417,10799.042055588907
418,10792.384573937119
419,10780.746384084756
420,10778.45925990324
421,10776.473382782176
422,10772.464102343285
